,name,beer_style,brewery,rating,num_ratings,abv,date_added,beer_desc,not_available
2,A Smile of Fortune,Mead - Melomel,Schramm's Mead,4.6,"2,675",14% ABV,08/06/16,"A Smile of Fortune is a dark fruit melomel containing Black Currants, Lutowka Cherries, Heritage Red Raspberries and Oregon Boysenberries. Intensely bold fruits balance their tart, tannic, and acidic flavors with the sweetness of high quality, responsibly sourced honey. Fortune truly smiled upon this mixed fruit melomel, and we are grateful for the result. Pairs beautifully with fresh young cheeses, pork, or chocolate.",
3,Red Agnes,Mead - Melomel,Schramm's Mead,4.55,"4,230",14% ABV,01/23/16,,
4,Chrissie,Mead - Melomel,Schramm's Mead,4.53,"2,213",11% ABV,09/28/18,& Black Currant,
5,The Monte,Mead - Melomel,Pips Meadery,4.52,"1,107",14% ABV,03/18/17,Find the Lady with Ugandan vanilla beans and american oak,
6,Madeline (2nd Birthday),Mead - Melomel,Schramm's Mead,4.51,"1,562",14% ABV,04/16/17,,1.0
7,Reboog Vitis (Formerly Goober Vitis),Mead - Melomel,Garagiste Meadery,4.51,"3,861",14% ABV,12/05/16,"A Peanut Butter & Jelly inspired mead using Concord grapes and peanut butter.

Silver - Domras Cup 2017
People's Choice Winner - Hunahpu Day 2017",
8,Madeline (3rd Birthday),Mead - Melomel,Schramm's Mead,4.51,"1,755",14% ABV,05/04/18,"Madeline is Schramm's boysenberry mead, made with whole boysenberries and Michigan honey. A cross between European raspberry, common blackberry and American dewberry, the boysenberry has a unique tannic flavor which combines wonderfully with carefully selected premium honey. The resulting mead is thick, jammy and extremely flavorful and pours dark purple with a very smooth, lightly tart finish.",
9,Call of the Void (Black Wax - 2018),Mead - Melomel,Pips Meadery,4.5,592,14% ABV,08/12/17,"Black currant mead aged in Gin barrels. 

Dedicated to those that have trouble looking into the darkness and realizing how much sweetness there still is...",
10,Red Agnes (Batch 2),Mead - Melomel,Schramm's Mead,4.5,"1,331",14% ABV,09/29/16,"Schramm's Red Agnes is more finely balanced and perceivably less sweet than her Scottish cousin, Black Agnes. Red Currants provide deep floral aromatics, a fruitier initial impression, more focused acidity, and a stunning cardinal hue.",
11,Heritage (Batch 3),Mead - Melomel,Schramm's Mead,4.47,"1,587",12.5% ABV,06/14/18,"Schramm’s Heritage Raspberry is a cousin to our standard Raspberry melomel, made exclusively with Heritage raspberries, the same variety used in Schramm’s The Heart of Darkness. Grown and loved by the Schramm family for generations, we were able to find a high-quality commercial source for these berries that took us back to picking them off the bushes in Grandpa Schramm’s backyard. We think this jammy, bright and extremely flavorful mead would make him proud.",
12,Find the Lady,Mead - Melomel,Pips Meadery,4.47,"1,177",14% ABV,01/19/17,"14% Orange Blossom Mead with Elderberries, Red Currants and Red Gooseberri",
13,Sarah,Mead - Melomel,Schramm's Mead,4.46,805,14% ABV,09/29/16,"Sarah is the perfect combination of sweet and sass - the soft florality of ripe fruit, and the zesty twangs that give raspberries and cranberries their lasting impact - a blend of tart, acidic berries with premium quality honey. She is at once complex yet approachable, multi-faceted and integrated. She can hang out out with a good book after dinner on her own, or she plays well with others, including roasted poultry, cheese courses and spinach salads.",
14,Bramble (Batch #1),Mead - Melomel,Schramm's Mead,4.45,"1,534",12.5% ABV,09/28/18,"Boysenberry, blackberry, red & black raspberry mead.",
15,La Hire (Jan 2019),Mead - Melomel,Pips Meadery,4.45,829,12% ABV,01/21/19,Cranberry Mead made with Orange Blossom Honey,
16,Madeline,Mead - Melomel,Schramm's Mead,4.45,"1,129",14% ABV,06/02/15,Boysenberry melomel.,1.0
17,The Rebuttal (Batch 1),Mead - Melomel,Schramm's Mead,4.43,971,14% ABV,02/12/17,The Statement aged on Mindo cocoa nibs and Madagascar vanilla beans in a bourbon barrel,
18,The Statement,Mead - Melomel,Schramm's Mead,4.42,"8,649",14% ABV,09/02/13,"An exploration of the depth of flavor that can be had in this dark-fleshed cherry which originated in Hungary. The Statement pairs well with grilled pork, and makes a terrific reduction sauce for desserts.",
19,Amelia,Mead - Melomel,Schramm's Mead,4.41,"1,789",14% ABV,04/26/15,"Sweet, tart, beautiful and well-balanced, Amelia is the most recent addition to our Schramm's Mead family. In the early 1880's Santa Cruz fruit breeder James Harvey Logan interbred Aughinbaugh blackberries with Red Antwerp raspberries. The Loganberry was born. Over a century later, in 2016, so was Amelia. (This mead was formerly known as 'Loganberry' by Schramm's Mead.)",
20,The Statement Reserve,Mead - Melomel,Schramm's Mead,4.4,463,N/A ABV,11/09/13,"The Statement Reserve was conceived and crafted to be the purest embodiment of the Schaarbeek cherries and premium honey used in its creation. The deep rich color and saturated aromatics are indicative of the emphatic statement it makes on the palate. It is compelling enough to be served without accompaniment, but is without peer when served with Belgian chocolate or New York cheesecake.",
21,Cilice,Mead - Melomel,Garagiste Meadery,4.4,"1,570",14% ABV,11/29/17,"A mead made with red currants, raspberries and Montmorency cherries aged on Four Roses bourbon staves.",
22,Sarah (Batch 2),Mead - Melomel,Schramm's Mead,4.39,573,12% ABV,08/04/18,Cranberry and Raspberry Melomel,
23,Heritage (Batch 1),Mead - Melomel,Schramm's Mead,4.39,705,14% ABV,10/02/16,"Schramm’s Heritage Raspberry is a cousin to our standard Raspberry melomel, made exclusively with Heritage raspberries, the same variety used in Schramm’s The Heart of Darkness. Grown and loved by the Schramm family for generations, we were able to find a high-quality commercial source for these berries that took us back to picking them off the bushes in Grandpa Schramm’s backyard. We think this jammy, bright and extremely flavorful mead would make him proud.",1.0
24,Madeline (1st Birthday),Mead - Melomel,Schramm's Mead,4.39,821,14% ABV,03/09/16,Boysenberry melomel.,1.0
25,Valentine,Mead - Melomel,Schramm's Mead,4.39,"1,160",12.5% ABV,09/28/18,Mead made with Black Currants and Maravilla red raspberries.,
26,Reboog Blue (Formerly Goober Blue),Mead - Melomel,Garagiste Meadery,4.39,"2,162",14% ABV,04/06/17,"A melomel made with wild blueberries, locally produced honey and a pile of peanuts.",
27,Mead X,Mead - Melomel,Garagiste Meadery,4.38,"1,472",13% ABV,10/06/16,"A mead made with black currant, blackberries and tart cherries aged on vanilla beans.",
28,Susy's Cherry Pie,Mead - Melomel,Garagiste Meadery,4.37,"1,951",13% ABV,12/04/16,"A Mead with tart cherries.

Silver - Domras Cup 2017
Silver - Finger Lakes International Wine Competition 2019",
29,Reboog Fraise (Formerly Goober Fraise),Mead - Melomel,Garagiste Meadery,4.37,"1,896",13% ABV,01/22/16,"A melomel made from orange blossom honey, fresh strawberries and peanut butter.

Gold - LIBME 2016",
30,Blue Waffles,Mead - Melomel,Garagiste Meadery,4.37,"1,099",14% ABV,11/29/17,"A mead made with locally produced honey, wild blueberries and vanilla beans finished with ultra dark maple syrup from Morse Farms in Vermont.",
31,Black Waffles,Mead - Melomel,Garagiste Meadery,4.37,693,14% ABV,07/19/18,"A mead made with black currants, locally produced honey, accented with vanilla and a massive dose of maple.",
32,Barrel Aged Reboog Vitis (Bourbon),Mead - Melomel,Garagiste Meadery,4.36,824,14% ABV,03/07/18,A grape peanut butter and jelly mead aged in a bourbon barrel.,
33,Endovelicus,Mead - Melomel,Superstition Meadery,4.36,"1,076",13% ABV,12/05/15,"Endovelicus is the ancient portuguese supreme solar healing god who would talk to worshippers in thier sleep as they slept in his sanctuary. Priests and devotees of his cult would receive advice and isight into the future. Belief and veneration of Endovelicus was so profound that it spread across the roman empire. The raspberry mead in this bottle is an homage to ancient ritual and beliefs, as you sip on this amazing craft beverage may you reflect on the superstitions of those who came before us.",
34,Barrel Aged Mead X (Madeira 6 month aged),Mead - Melomel,Garagiste Meadery,4.36,658,14% ABV,03/07/18,"A blackberry, black currant and cherry mead aged on vanilla beans in a Portuguese Malsmey Madeira barrel.

2nd Place - Best Beer - Hunahpu Day 2018.",1.0
35,Cranberry,Mead - Melomel,Schramm's Mead,4.34,803,8% ABV,04/27/15,,
36,Totality,Mead - Melomel,Garagiste Meadery,4.33,825,14% ABV,09/04/19,"Totality features Black Currants, Marionberries from Washington and Bilberries imported from Europe. Made with locally produced honey and aged on a blend of oak. Stylistically it’s a sister product to our popular Atacama and Borealis concepts. Massive fruit aromatics. A lush berry explosion rounded off with deep tannins. Nice acidity and voluminous mouthfeel.",
37,Blackberry,Mead - Melomel,Schramm's Mead,4.33,"5,431",14% ABV,08/06/13,"Schramm's Blackberry Mead is made with raw, unfiltered honey and whole blackberries. It is an intensely fruity, medium sweet melomel with vanilla and cinnamon aromatics. This hand-crafted beverage pairs well with creamy cheeses, duck, veal and good company. Serve at cellar temperature or lightly chilled.",
38,Erik The Red,Mead - Melomel,Schramm's Mead,4.33,"1,089",14% ABV,12/01/13,A delicious combination of tart Michigan cherries and raspberries.,
39,Barrel Aged Reboog Vitis (Rye),Mead - Melomel,Garagiste Meadery,4.33,570,14% ABV,03/07/18,A grape peanut butter and jelly mead aged in a rye whiskey barrel.,
40,Collusion,Mead - Melomel,Manic Meadery,4.33,508,16% ABV,05/15/19,"Dense dessert mead made with black currants, marionberry, and black raspberry. We topped it off with Madagascar vanilla beans and Vermont maple syrup",
41,Purple Waffles,Mead - Melomel,Garagiste Meadery,4.32,528,14% ABV,11/28/18,"A melomel made using blackberries, raspberries and maple accented with a touch of vanilla.",
42,Marionberry,Mead - Melomel,Schramm's Mead,4.32,"2,140",14% ABV,10/02/16,,
43,Raspberry,Mead - Melomel,Schramm's Mead,4.32,"5,329",14% ABV,09/27/13,"Schramm’s Raspberry is a raspberry mead made from whole Michigan raspberries and Orange Blossom honey purchased directly from Fruitwood Orchards, a New Jersey apiary that pollinates citrus in Florida. It is drinkable on purchase, but as a result of the high level of acidity in the berries, it can age gracefully for several years. It pairs well with grilled salmon, salads, and cheesecake.",
44,Madeline (4th Birthday),Mead - Melomel,Schramm's Mead,4.32,654,14% ABV,07/31/19,,
45,Jammy AF,Mead - Melomel,Misbeehavin' Meads,4.32,703,13.5% ABV,09/11/19,"We packed this sweet mead with an absurd amount of blackberries, raspberries, strawberries and Tahitian vanilla beans. To make it jammy af, we skipped the H2O. Strong notes of juicy, fragrant berries and vanilla icing.",
46,Red Agnes (Batch 3),Mead - Melomel,Schramm's Mead,4.31,666,14% ABV,08/04/18,Currant Melomel,
47,Tripleberry,Mead - Melomel,Boneflower Craft Mead,4.31,489,13% ABV,02/02/19,"Sweet mead fermented with Raspberry, blackberry & blueberry",
48,Raspberry Prestige (ASP1792),Mead - Melomel,Pips Meadery,4.29,299,14% ABV,07/29/19,pberry Mead aged in 1792 Store Pick barrels from Aman's Beer + Wine for 4 Month,
49,Razzamatazz (Used-Barrels),Mead - Melomel,Pips Meadery,4.29,326,14% ABV,02/02/20,"A version of our Raspberry mead that was aged in second use barrels from our friends at Mikerphone Brewing. 

Previously holding their Imperial Smells Like Bean Spirit, the aged mead pulled in flavors of chocolate, coffee roast, barrel char, vanilla and a soft nut-like profile from the oak.",
0,Vanilla Marion,Mead - Metheglin,Superstition Meadery,4.28,"3,112",13.5% ABV,08/15/16,Aged on Tahitian Vanilla Bean,
1,Strawberry Sunrise,Mead - Metheglin,Superstition Meadery,4.15,"2,335",13% ABV,03/05/16,"This semi-sweet mead is an ultimate expression of strawberries, honey and vanilla.",
2,Nutmeg,Mead - Metheglin,Schramm's Mead,4.14,"2,682",13% ABV,06/09/14,"Schramm’s Nutmeg utilizes the seed of a tropical evergreen, Myristica fragrans, native to the islands of Indonesia. Its aroma is warm, creamy and full-bodied, making it a seasonal favorite for chilly fall evenings. Paired with honey, nutmeg creates a concentrated, voluptuous mead which pairs beautifully with fish and roasted poultry.",
3,Vanilla Blueberry Hex,Mead - Metheglin,Superstition Meadery,4.13,400,14% ABV,03/25/18,"Vanilla and Blueberry mead barrel aged.

Batch 1 was aged in Iridium Flare barrels.

Batches 2, 3, and 4 are all aged in Fundamental Observation barrels.",
4,Pinon,Mead - Metheglin,Garagiste Meadery,4.1,747,14% ABV,04/06/17,A taste of the desert Southwest. Mesquite blossom honey and New Mexico Pinon coffee beans collide for a intense bean experience.,
5,Attitude,Mead - Metheglin,Та-Та,4.04,712,9.9% ABV,06/04/19,Banana mead with species.,
6,Varion,Mead - Metheglin,Superstition Meadery,4.03,365,14% ABV,11/14/19,"Blackberry, Raspberry & Blueberry Mead with Vanilla, Chocolate, Coffee, Aged in Cherion, Grand Cru, & Aphrodisia Barrel",
7,Blue Mountain,Mead - Metheglin,Garagiste Meadery,4,721,14% ABV,06/21/17,A coffee liquer inspired mead using locally produced honey and an absurd amount of Jamaican Blue Moutain coffee beans.,
8,Ginger,Mead - Metheglin,Schramm's Mead,3.99,"2,632",14% ABV,08/06/13,"This signature mead is flavored with pure, grated ginger root and 100% natural California Orange Blossom Honey. It balances sweetness and acidity, with an intense lingering ginger flavor. It is a true gem on its own or paired with Pan-Asian cuisines, including Thai and Indian.",
9,Hondo,Mead - Metheglin,Garagiste Meadery,3.98,368,14% ABV,01/13/18,"Meadowfoam honey meets coffee. Creamy vanilla meets dark roasted coffee. Fair trade organic coffee beans from Honduras freshly roasted for us by The Hemp & Coffee Exchange in Tampa, FL.",
10,Viking Blod,Mead - Metheglin,Dansk Mjød,3.96,"20,312",19% ABV,12/25/10,"Nordic honey wine with ginger, hibiscus and spices.",
11,Honey Cola,Mead - Metheglin,Malmö Meadery,3.94,280,5.9% ABV,06/03/19,,
12,Coffee Marion,Mead - Metheglin,Superstition Meadery,3.93,"1,099",13.5% ABV,08/03/16,"This unique take on one of our favorite meads is a delicious combination of blackberry, blueberry and raspberry fermented with coffee.",
13,Vikingernes Mjød,Mead - Metheglin,Dansk Mjød,3.93,"1,953",19% ABV,10/20/12,"To create a nuanced mead, we have added hops to Vikingernes Mjød. This spice creates a slightly spicy, aromatic, sweet and semi-dry mead, which is reminiscent of white port wine.

Content
Honey added hops , water and spices - 19% alc",
14,Chili Ragnarok,Mead - Metheglin,Superstition Meadery,3.92,251,15% ABV,08/07/16,,
15,Ambrosia Mead,Mead - Metheglin,Steppe & Wind Meadery (Степь и Ветер),3.92,782,6% ABV,10/11/18,"Мы не любим дешевую спекуляцию на традициях предков, но не приготовить наше видение древнегреческой мида, просто не смогли. Первая версия Метеглина «Амброзия», выдержанного на гвоздике, корице, дубовой щепе, с американским Columbus на сухом охмелении.
First version of Metheglin ""Ambrosia"" aged with cloves, cinnamon, oak chips and Columbus on dry hopping.",
16,Gl. Dansk Mjød,Mead - Metheglin,Dansk Mjød,3.91,"1,750",19% ABV,09/13/11,Nordic honey wine with ginger and hops added.,
17,Vanilla Meadowfoam,Mead - Metheglin,Garagiste Meadery,3.91,235,14% ABV,07/03/19,Sofi Award winning Meadowfoam honey from the Pacific Northwest fermented on oak then aged with Madagascar and Ugandan vanilla beans. Finished on the cusp of semi and sweet.,
18,Sorrey!,Mead - Metheglin,Four Fires Meadery,3.91,176,14% ABV,12/17/18,"Maple Coffee Honey Wine Aged in Toppling Goliath Kentucky Brunch Barrels

Made with Coffee Roasted By Our Friend, Ian Harwell at Ground Control Coffee in Litchfield Park AZ.",
19,Nojoch Mul,Mead - Metheglin,Superstition Meadery,3.9,741,13% ABV,02/11/18,"Nojoch Mul, our Mole Mead made in collaboration with Wren House Brewing Company, where we used over 100 different ingredients. Our goal was to make the most complex craft beverage possible, by embracing the myth that a 100 ingredient mole dish exists somewhere south of the border. The name comes from the Mayan Honeybee God, and a Pyramid dedicated to him that Jen and I climbed in the ancient Yucatan city of Coba last month.",
20,Flores Muertas,Mead - Metheglin,Boiler Brewing Co.,3.89,188,14% ABV,03/20/18,"We teamed up with Dustin Deisher and Jeremy Goehring, proprietors of Dragonborn home meadery to create Flores Muertas. Honey, water, yeast = mead. We didn’t stop there as we then added hibiscus! The tart from the flowers does a delicate dance with the sweetness from the honey. Flores Muertas is our second batch of mead- tart and sweet and The Rolling Stones agreed!",
21,Lost In Translation,Mead - Metheglin,Four Fires Meadery,3.89,183,14% ABV,03/05/17,Honey Wine Aged On Green Cardamom,
22,Tahitian Honeymoon,Mead - Metheglin,Superstition Meadery,3.89,"2,437",13.5% ABV,09/13/13,We created the perfect sundowner in this honey wine fermented with Tahitian vanilla beans. Chill and sip this mead on your deck as you reflect on the finer things in life. Pair this unique drink with dark Belgian chocolate or enjoy as a nightcap.,
23,Cat Scat Fever,Mead - Metheglin,Garagiste Meadery,3.88,253,14% ABV,08/11/19,Sofi Award winning Meadowfoam Honey from the Pacific NW meets free range wild Kopi Luwak coffee beans from Sumatra. Imported by us then roasted by the Hemp & Coffee Exchange in Tampa. The most exquisite presentation of coffee in a mead that we’ve experienced. Full coffee aroma with bold yet nuanced coffee flavors.,
24,War Honey,Mead - Metheglin,Superstition Meadery,3.88,"1,697",13.5% ABV,03/23/15,"Welcome to the Resistance. If you are drinking War Honey you have chosen to rebel against the mundane, the repetitive, the flavorless giants who dominate the established paradigm. You are a free thinker who doesn't need a commercial telling you what to drink. Stand with us and declare your freedom from the forces who stand in the way of independence and innovation. So raise your glass of War Honey and salute the movement, for our time is here!",
25,Unstoppble,Mead - Metheglin,Та-Та,3.88,255,12.5% ABV,07/28/20,"Dark berries, spices and molasses.",
26,Barrel Aged Country Pumpkin,Mead - Metheglin,Superstition Meadery,3.88,485,13% ABV,09/05/16,Organic Pumpkin & Seasonal Spices. Aged for nine months in a Heaven Hill Bourbon Barrel.,
27,Juicius Caesar,Mead - Metheglin,Superstition Meadery,3.87,"1,450",13.5% ABV,01/14/17,"It is time to choose a side, and when you flip open this bottle, you are choosing to side with flavor, innovation & creativity. So arm yourself with a graceful glass and raise it high as you toast your conquest of the mundane, the status quo & the insipid paradigm. The sweet bright citrus in every bottle of Juicius Caesar was crafted for you by the inspired artisans at Superstition, who have also chosen to breach the wall. Hail Juicius Caesar!",
28,Patricide,Mead - Metheglin,Та-Та,3.86,259,9% ABV,02/20/20,Capsicumel with dark berries.,
29,Ashera,Mead - Metheglin,Superstition Meadery,3.86,254,17% ABV,09/14/19,Juniper mead aged in gin barrels.,
30,"This Is Not A Pineapple Chipotle Mead, Just A Tribute",Mead - Metheglin,Boiler Brewing Co.,3.86,201,14% ABV,02/18/19,Our buddies Dustin & Jeremy won the Sowers Cup Homebrew Competition with this Mead! They have won with their version of this mead at numerous competitions all over the country and we're stoked that they wanted to make it with us! Pineapple and Honey sweetness balanced with Chili heat and a hint of smokiness from the Chipotle Peppers. Sweet smoky heat for the sake of Pete!,
31,Breathless,Mead - Metheglin,Moonlight Meadery,3.85,214,15.3% ABV,08/07/12,Cinnamon flavored mead. Very intense cinnamon.,
32,Basil Mead,Mead - Metheglin,Urban Farm Fermentory,3.83,239,10% ABV,10/08/13,Honey wine made with local wildflower honey and basil,
33,Cocoa Spice Mead,Mead - Other,BeeHaven Mead,3.83,280,5.5% ABV,06/18/14,Ground cocoa nibs lend a touch of chocolate flavor and three types of peppers leave a subtle bite. Fresh habanero pepper is also thrown in after fermentation just to give that extra kick... oils from the pepper linger.,
34,Necromangocon (Valentine Gin Barrel),Mead - Metheglin,B. Nektar Meadery,3.83,"1,210",6% ABV,03/13/16,,
35,Wildfire,Mead - Metheglin,Meridian Hive,3.81,358,13.5% ABV,06/29/14,"Spiced mead with cinnamon, hibiscus and other botanicals, and a light chili pepper kick. Our liquid take on a hot cinnamon candy. Made with Mesquite honey from the southwestern US.",
36,Cacao Moon,Mead - Metheglin,Nani Moon Meadery,3.81,435,13% ABV,10/04/12,"Handcrafted from macadamia nut blossom honey, and organic Kaua’i cacao and vanilla beans, Cacao Moon is a blessing from Hawai’i. Hints of chocolate and vanilla blend perfectly to create a smooth, semi-sweet honey wine. Nicknamed the ‘panty dropper’ by the locals, this mead is sure to bring romance under the moonlit sky!",
37,Ginger Voodoo,Mead - Metheglin,Superstition Meadery,3.81,874,13.5% ABV,01/14/17,"The next time you need a spiritual liquid to complement the invocation of another soul, reach for your bottle of Ginger Voodoo. And after you have concluded your ritual, consider pairing this beautiful beverage with jerk chicken, a spicy rack of lamb, or even dancing the merengue at midnight. A glass of Ginger Voodoo allows you to skip the sacrifice, as honey and ginger are esoterically bound in this craft beverage of mystical proportions.",
38,"Bangkok - Anejo (Extra Aged, Brown Bottle)",Mead - Metheglin,Garagiste Meadery,3.8,215,14% ABV,06/15/18,A ginger and butterfly pea blossom mead aged in a bourbon barrel.,
39,Wolf Woods,Mead - Metheglin,The Brimming Horn Meadery,3.8,188,12% ABV,01/01/18,"Pure Honey, Hops and Juniper Berries. Viking Style!!
Sweet
Piney, Citrusy and Herbal",
40,Mjød Липа,Mead - Metheglin,Gurin Craft,3.79,244,6% ABV,01/22/20,"Mjød - напиток, возрождающий традиции стоянных медов или, как их называли в Европе, метеглинов. Metheglin происходит от валлийского meddyglyn, объединяющего meddyg (исцеление) и llyn (эликсир).

Мы использовали чистый, монофлёрный липовый мёд, сохранив всю его ароматику и полезные свойства за счёт отсутствия кипячения. Каждый глоток этого напитка будет переносить вас в светлую липовую рощу, наполненную жужжанием пчёл и тонким запахом цветущей липы.

Mjød порадует ценителей своей текстурой легкого, игристого вина, отличным балансом кислотности и свежим, бодрящим вкусом.",
41,Cricket Song,Mead - Metheglin,Arktos Meadery,3.78,287,9.5% ABV,01/14/15,"Just as the cricket chirped at sunset for the villagers of “the place of many trees”, we too now give you a taste of a melody of the bitter and the sweet. Imported Guatemalan green beans, roasted and cold brewed in Grand Rapids and fused with honey, forge that perfect harmony between mead and kava. Evening is fast approaching. Wake up and dance to the sweet rhythms of our Cricket Song.",
42,Christmas Mead,Mead - Metheglin,Lyme Bay Winery,3.78,176,10% ABV,11/16/13,A very special festive and rich honey wine. The finest mead gently blended with Christmas spices to make the perfectly smooth and mellow Christmas tipple.,
43,Pumpkin Spice Mead,Mead - Metheglin,BeeHaven Mead,3.76,402,5.5% ABV,10/13/13,"Our most popular seasonal. Pumpkin pieces, ginger, cinnamon, mace and toasted rice and other warming fall spice flavors make this a must when the Autumn chill sets in!",
44,Cinnamon OB,Mead - Metheglin,Honey Pot Meadery,3.76,227,10.2% ABV,01/24/19,Mead made with Orange Blossom Honey and Cinnamon,
45,Zydeco Buzz,Mead - Metheglin,Lost Cause Meadery,3.76,259,11.5% ABV,11/02/17,"Buckwheat blossom mead with coffee, chicory & vanilla. Aged on oak.",
46,Pleasure Dome,Mead - Metheglin,Superstition Meadery,3.75,245,13% ABV,02/11/17,Belgian strong dark mead flavored like gingerbread men,
47,Dancing Goat,Mead - Metheglin,Superstition Meadery,3.75,393,15.5% ABV,12/27/14,Over 1000 years ago an Ethiopian goat herder observed his drove become excited after eating the red berries of a small tree. According to legend this is how the world discovered coffee. We crafted this beverage in collaboration with our friends and Master Roasters at Mostra. The layering of flavors in this digestif is a perfect pairing for a romantic evening where soulmates will be inspired to try something adventurous.,
48,Bangkok,Mead - Metheglin,Garagiste Meadery,3.74,754,13% ABV,07/06/16,A mead made with Asian ginger and Thai butterfly pea blossom flowers.,
49,Madras,Mead - Metheglin,Crafted Artisan Meadery,3.74,234,6% ABV,12/27/17,"Mead with Orange, Cranberry and Spices. The origin of the Madras cocktail ultimately leads tot he seaport city formerly known as Madras in the Bay of Bengal. With this cocktail as our inspiration, we've combined wildflower honey, oranges, and cranberries to craft this bright and refreshing session mead. Never being satisfied with letting history steer us, we broke from tradition and layered in a host of spices to complete our version of a cocktail known for its refreshing qualities. This is Madras.",
0,Blue Suede Shews,Mead - Other,Pips Meadery,4.71,"1,648",14% ABV,04/29/16,14% Orange Blossom Honey-wine with Wild Blueberries and Cashew,
1,Straw Berry White,Mead - Other,Superstition Meadery,4.57,"3,555",13.5% ABV,08/03/15,"There was a long time ago when God's wager became man's pleasure. From a cave of dwarves, the wisdom of Kvasir fermented the nectar; for honeyed wine brings about the divine. Now, his insight is ours to share. The nectar of the Gods is alive and well. So raise a glass and drink to history and the sweetness of being alive.",
2,Black Berry White,Mead - Other,Superstition Meadery,4.57,"3,240",13.5% ABV,08/09/15,"Blackberry tartness wearing a silky cloak of white chocolate awaits your lips inside this container of liquid art. From birth to bottle, this craft beverage has been guided by stout staves and skilled hands. We would like to share our dedication to making the finest small batch craft beverages with this special addition to ""The White Series"".",
3,Blue Berry White,Mead - Other,Superstition Meadery,4.56,"3,310",13.5% ABV,09/27/14,"The sweetest of berries, the finest honey and subtle notes of white chocolate and balancing tannins await your palate in this fine craft beverage. We spared no expense or amount of time in making this wine, with the lover of flavor in mind. Blue Berry White pairs perfectly with rich foods, cigars and special occasions. Enjoy now or age for years. Welcome to the dark side...",
4,Berry White,Mead - Other,Superstition Meadery,4.55,"3,330 Ratings",13.5% ABV,04/12/14,"As the 2014 Gold Medal winner at the Mazer Cup International, this sweet and rich drink is unparalled in qualty. The flavors in this wine reveal raspberry and white chocolate notes as you have never experienced. Enjoy as the perfect digestif paired with a rich slice of chocolate cake, a fresh hot brownie or with a fine cigar. Cheers!",
5,Banana Pancake,Mead - Other,Pips Meadery,4.52,547,14% ABV,06/20/18,Banana Mead with Natural Flavor,
6,Raspberry Pancake,Mead - Other,Pips Meadery,4.51,700,14% ABV,05/11/18,"A Raspberry Mead with Natural flavors, aged on Bourbon Stav",
7,Black Currant Pancake,Mead - Other,Pips Meadery,4.5,622,14% ABV,05/13/17,14% Black Currant mead with Natural Flavor,
8,There's A Snake In My Shews,Mead - Other,Pips Meadery,4.49,498,14% ABV,05/14/17,Blue Suede Shews with Vanilla Bean,
9,Blueberry Pancake (2018),Mead - Other,Pips Meadery,4.47,729,14% ABV,10/01/16,14% Blueberry Mead with Natural Flavor,1.0
10,Key Lime Pie,Mead - Other,Pips Meadery,4.43,692,12% ABV,01/21/19,"Made with Key Lime Juice, Vanilla Beans and Graham Cracker",
11,Grand Cru Berry,Mead - Other,Superstition Meadery,4.41,"2,941",13.5% ABV,05/11/16,"A Combination of all 4 Berries and White Chocolate aged in Fundamental Observation, Iridium Flare, and New American Oak Barrel",
12,For the Fairest,Mead - Other,Pips Meadery,4.38,501,14% ABV,09/16/19,pberry Banana M,
13,Vanilla Blackjack,Mead - Other,Pips Meadery,4.36,471,14% ABV,01/21/19,Black Raspberry Mead with Madagascar Vanilla Bean,
14,Framboesa Atando,Mead - Other,Superstition Meadery,4.35,549,13.5% ABV,11/30/15,"We have acheived a new level of balance and complexity with the magic inside of this bottle. Honey, raspberry and the beauty of belgian dark candi sugar have integrated flawlessly into a perfect semi-sweet melomel the whole has been made other than the sum of its parts by aging in a tawny port barrel. Pull the hand punched portuguese cork and sip on this craft beverage as you acquire fresh and meaningful perceptions of a chaotic world.",
15,Marshmallow La Hire,Mead - Other,Pips Meadery,4.3,345,12% ABV,04/29/16,Orange Blossom Honey-wine made with Cranberries and Toasted Marshmallow,
16,Red Currant Pancake,Mead - Other,Pips Meadery,4.3,292,14% ABV,02/23/19,Currant Mead with Natural Flavor,
17,Rise & Shine w/ Black Currant,Mead - Other,Standard Meadery,4.28,327,11.5% ABV,05/05/19,"Black currant melomel with maple, cinnamon and Madagascar vanill",
18,"Same Old Jam - Raspberry, Marshmallow & Coconut",Mead - Other,Misbeehavin' Meads,4.28,465,12.5% ABV,08/15/19,"This dessert mead is crafted from raspberry juice that we pressed, a little honey, concentrated marshmallow fluff and toasted coconut. We also added lactose to accentuate the marshmallow and coconut notes, as well as to add a super soft mouthfeel. Inspired by Zingers snack cakes, but tasting a little more like raspberry cheesecake with a coconut genache.",
19,F.O. Peanut Butter Jelly Crime,Mead - Other,Superstition Meadery,4.27,"1,643",13% ABV,09/29/17,"Blueberry Mead with peanuts added, aged in Fundamental Observation barrels for 4 months.",
20,PBBFT (Peanut Butter Banana French Toast),Mead - Other,Garagiste Meadery,4.27,673,14% ABV,12/31/18,"Bananas, peanuts, maple syrup and cinnamon. Mead for breakfast? We're not judging...",
